title,company,location,link,salary,job_type,time_posted,skills,category,scraped_date,source
Data Analyst,Masai,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-masai-4283359804,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Sr. Data Analyst,Fusemachines,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/sr-data-analyst-at-fusemachines-4288314662,Not specified,Not specified,1 day ago,go,data_science,2025-08-20,LinkedIn
Data Analyst – Power BI & Azure,IBM,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-%E2%80%93-power-bi-azure-at-ibm-4281037128,Not specified,Not specified,1 week ago,"azure, power bi, go",data_science,2025-08-20,LinkedIn
Data Engineer,PwC India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-pwc-india-4288145982,Not specified,Not specified,6 hours ago,go,data_science,2025-08-20,LinkedIn
"Data Associate, GROCERY ECO",Amazon,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-associate-grocery-eco-at-amazon-4284450554,Not specified,Not specified,6 days ago,go,other,2025-08-20,LinkedIn
Data Analyst,SAKU,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-saku-4282451021,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Analyst,CareerUS Solutions,India,https://in.linkedin.com/jobs/view/data-analyst-at-careerus-solutions-4282269813,Not specified,Not specified,6 days ago,go,data_science,2025-08-20,LinkedIn
Data Analyst,Randstad,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-randstad-4282213046,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Analyst,Virtusa,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-analyst-at-virtusa-4259839367,Not specified,Not specified,Not specified,go,data_science,2025-08-20,LinkedIn
Data Analyst,Appinventiv,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-analyst-at-appinventiv-4287388856,Not specified,Not specified,2 days ago,go,data_science,2025-08-20,LinkedIn
Data Analyst,Capco,"Bengaluru South, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-capco-4281057882,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Tableau Analyst,Illumina,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/tableau-analyst-at-illumina-4161801406,Not specified,Not specified,5 days ago,"tableau, go",other,2025-08-20,LinkedIn
Insights Specialist,Google,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/insights-specialist-at-google-4273524888,Not specified,Not specified,1 day ago,go,other,2025-08-20,LinkedIn
Business Intelligence Analyst,Concentrix,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/business-intelligence-analyst-at-concentrix-4288389202,Not specified,Not specified,23 hours ago,go,other,2025-08-20,LinkedIn
Data Analyst,JBPCO India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-jbpco-india-4057267780,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Associate Data Analyst,Clarivate,"Karnataka, India",https://in.linkedin.com/jobs/view/associate-data-analyst-at-clarivate-4233182772,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
"Data Analyst, Client Data, Tech & Ops",BlackRock,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-client-data-tech-ops-at-blackrock-4283963505,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Analyst,UrbanPiper,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-urbanpiper-4287894930,Not specified,Not specified,1 day ago,go,data_science,2025-08-20,LinkedIn
Fraud Data Analyst,Airtel Payments Bank,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/fraud-data-analyst-at-airtel-payments-bank-4283172429,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Analyst,Xebia,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-xebia-4288697795,Not specified,Not specified,Not specified,go,data_science,2025-08-20,LinkedIn
Web Analyst (Data Analysis + CRO ),Schbang,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/web-analyst-data-analysis-%2B-cro-at-schbang-4253771662,Not specified,Not specified,1 day ago,go,other,2025-08-20,LinkedIn
Client Data Analyst,JPMorganChase,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/client-data-analyst-at-jpmorganchase-4283793982,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Analyst,Maxima Apparel,"Gurgaon Rural, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-maxima-apparel-4281071215,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Specialist – Data Analytics,Bridgestone India,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/specialist-%E2%80%93-data-analytics-at-bridgestone-india-4288202976,Not specified,Not specified,Not specified,go,other,2025-08-20,LinkedIn
Data Analyst,PureSpectrum,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-at-purespectrum-4283552530,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
BI Analyst,Saks Global India,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/bi-analyst-at-saks-global-india-4285837643,Not specified,Not specified,3 hours ago,go,other,2025-08-20,LinkedIn
Client Data Analyst,JPMorganChase,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/client-data-analyst-at-jpmorganchase-4275180793,Not specified,Not specified,6 days ago,go,data_science,2025-08-20,LinkedIn
BI Data Analyst,ZeroFox,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/bi-data-analyst-at-zerofox-4284023484,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Associate Analyst,Trinity Life Sciences,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/associate-analyst-at-trinity-life-sciences-4281036097,Not specified,Not specified,1 week ago,go,other,2025-08-20,LinkedIn
Data Analyst,Bajaj Finserv,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-bajaj-finserv-4283398935,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Engineer III [T500-19734],McDonald's,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-iii-t500-19734-at-mcdonald-s-4287930070,Not specified,Not specified,1 day ago,go,data_science,2025-08-20,LinkedIn
Data Engineer,BOX8,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-box8-4240914373,Not specified,Not specified,2 months ago,go,data_science,2025-08-20,LinkedIn
Data Engineer II [T500-19642],McDonald's,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-ii-t500-19642-at-mcdonald-s-4282147859,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Engineer II [T500-19595],McDonald's,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-ii-t500-19595-at-mcdonald-s-4281487240,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Engineer ( AM),KPMG India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-am-at-kpmg-india-4283366096,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Engineer,MakeMyTrip,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/data-engineer-at-makemytrip-4273701706,Not specified,Not specified,3 weeks ago,go,data_science,2025-08-20,LinkedIn
"Data Engineer, Python and SQL, Associate",BlackRock,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/data-engineer-python-and-sql-associate-at-blackrock-4258079627,Not specified,Not specified,1 week ago,"sql, python, go",data_science,2025-08-20,LinkedIn
Data Engineer,PwC India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-pwc-india-4273215026,Not specified,Not specified,3 weeks ago,go,data_science,2025-08-20,LinkedIn
Software Engineer (Backend 3-5yrs),PhonePe,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-backend-3-5yrs-at-phonepe-4250613909,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
ICICI Securities - Data Engineer - Python/SQL/ETL,ICICIDirect,"Navi Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/icici-securities-data-engineer-python-sql-etl-at-icicidirect-4233880080,Not specified,Not specified,3 months ago,"sql, python, go",data_science,2025-08-20,LinkedIn
Data Engineer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-infosys-4239288194,Not specified,Not specified,2 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Engineer,PwC Acceleration Centers,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-pwc-acceleration-centers-4280800105,Not specified,Not specified,2 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Engineer III [T500-19596],McDonald's,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-iii-t500-19596-at-mcdonald-s-4281485539,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Engineer III [T500-19645],McDonald's,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-iii-t500-19645-at-mcdonald-s-4282149752,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Engineer III [T500-19644],McDonald's,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-iii-t500-19644-at-mcdonald-s-4282153228,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Senior Data Engineer,Godrej & Boyce Mfg. Co. Ltd.,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/senior-data-engineer-at-godrej-boyce-mfg-co-ltd-4280754542,Not specified,Not specified,2 weeks ago,go,data_science,2025-08-20,LinkedIn
"Associate, Data Engineer",Bain & Company,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/associate-data-engineer-at-bain-company-3950872092,Not specified,Not specified,8 months ago,go,data_science,2025-08-20,LinkedIn
Data Engineer,Lenovo,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-lenovo-4259502618,Not specified,Not specified,5 days ago,go,data_science,2025-08-20,LinkedIn
Data Engineer,Persistent Systems,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-at-persistent-systems-4268543953,Not specified,Not specified,4 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Engineer,Procter & Gamble,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-at-procter-gamble-4281678161,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Engineer,Atlassian,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-atlassian-4269396866,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Software Engineer,Microsoft,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-4275645969,Not specified,Not specified,3 days ago,go,software_development,2025-08-20,LinkedIn
Data Engineer,PwC Acceleration Centers,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-at-pwc-acceleration-centers-4280801035,Not specified,Not specified,2 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Engineer,bp,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-at-bp-4229448752,Not specified,Not specified,1 month ago,go,data_science,2025-08-20,LinkedIn
"Data Engineer (ETL, Python, SQL, GCP)",Deutsche Bank,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-etl-python-sql-gcp-at-deutsche-bank-4282301563,Not specified,Not specified,1 week ago,"sql, gcp, python, go",data_science,2025-08-20,LinkedIn
Data Engineer,LTIMindtree,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-at-ltimindtree-4273580862,Not specified,Not specified,3 weeks ago,go,data_science,2025-08-20,LinkedIn
Software Developer/ Engineer -1,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/software-developer-engineer-1-at-nxtwave-4258614545,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
Junior Data Engineer work location : PAN India,Capgemini Engineering,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/junior-data-engineer-work-location-pan-india-at-capgemini-engineering-4277397066,Not specified,Not specified,2 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Engineer,Circle K,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-engineer-at-circle-k-4269733028,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Engineer,LTIMindtree,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-ltimindtree-4273576354,Not specified,Not specified,3 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Engineer-Databricks,Oracle,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-databricks-at-oracle-4278235356,Not specified,Not specified,2 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Engineer,Atlassian,Greater Kolkata Area,https://in.linkedin.com/jobs/view/data-engineer-at-atlassian-4266891295,Not specified,Not specified,2 weeks ago,go,data_science,2025-08-20,LinkedIn
AWS Data Engineer,PwC India,"Kolkata, West Bengal, India",https://in.linkedin.com/jobs/view/aws-data-engineer-at-pwc-india-4285466889,Not specified,Not specified,6 days ago,"aws, go",data_science,2025-08-20,LinkedIn
Senior Data Engineer II,MakeMyTrip,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-engineer-ii-at-makemytrip-4271175349,Not specified,Not specified,23 hours ago,go,data_science,2025-08-20,LinkedIn
Software Engineer,Microsoft,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-4277621673,Not specified,Not specified,20 hours ago,go,software_development,2025-08-20,LinkedIn
Software Engineer,Flipkart,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-at-flipkart-4282735345,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Data Engineer 2,Intuit,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-2-at-intuit-4273704796,Not specified,Not specified,5 days ago,go,data_science,2025-08-20,LinkedIn
Software Engineer,Microsoft,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-4280937423,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Software Engineer,Microsoft,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-4275640780,Not specified,Not specified,3 days ago,go,software_development,2025-08-20,LinkedIn
Data Engineer,Persistent Systems,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-engineer-at-persistent-systems-4279875833,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
"Software Engineer, Data Engineer II",DoorDash,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/software-engineer-data-engineer-ii-at-doordash-4123642935,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Engineer,Deccan AI,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-deccan-ai-4275356479,Not specified,Not specified,3 weeks ago,go,data_science,2025-08-20,LinkedIn
Software Engineer,Microsoft,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-4275647708,Not specified,Not specified,3 days ago,go,software_development,2025-08-20,LinkedIn
"Software Engineer, Data Tools",DoorDash,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/software-engineer-data-tools-at-doordash-4084261319,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Trainee Data Engineer,LeewayHertz,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/trainee-data-engineer-at-leewayhertz-4288055492,Not specified,Not specified,18 hours ago,go,data_science,2025-08-20,LinkedIn
"Data Engineer, Product Analytics",Meta,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4243744751,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Software Engineer,Microsoft,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-4275652103,Not specified,Not specified,1 day ago,go,software_development,2025-08-20,LinkedIn
Data Engineer,Infosys,"Chandigarh, India",https://in.linkedin.com/jobs/view/data-engineer-at-infosys-4281838268,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Engineer (Azure),PwC Acceleration Centers,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-azure-at-pwc-acceleration-centers-4268748896,Not specified,Not specified,1 month ago,"azure, go",data_science,2025-08-20,LinkedIn
Data Engineer - II,Airtel Payments Bank,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-engineer-ii-at-airtel-payments-bank-4273425402,Not specified,Not specified,4 weeks ago,go,data_science,2025-08-20,LinkedIn
Software Developer/ Engineer -1,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/software-developer-engineer-1-at-nxtwave-4258614972,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
Data Engineer | PAN India,Capgemini,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-pan-india-at-capgemini-4176193514,Not specified,Not specified,5 months ago,go,data_science,2025-08-20,LinkedIn
AWS Data Engineer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/aws-data-engineer-at-infosys-4273719441,Not specified,Not specified,2 weeks ago,"aws, go",data_science,2025-08-20,LinkedIn
Data Engineer,Impetus,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-engineer-at-impetus-4270400526,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Software Engineer,Capgemini,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-at-capgemini-4279445776,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Data Engineer,Blend,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-blend-4277231030,Not specified,Not specified,3 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Engineer (Pyspark),Virtusa,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-pyspark-at-virtusa-4204054198,Not specified,Not specified,3 days ago,go,data_science,2025-08-20,LinkedIn
Software Engineer - AI/ML,Mindfire Solutions,"Bhubaneswar, Odisha, India",https://in.linkedin.com/jobs/view/software-engineer-ai-ml-at-mindfire-solutions-4280283736,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Data Scientist 1,Uber,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-1-at-uber-4281428228,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Machine Learning Engineer,Adobe,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-adobe-4272843897,Not specified,Not specified,3 weeks ago,"machine learning, go",data_science,2025-08-20,LinkedIn
ML Software Engineer,eBay,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/ml-software-engineer-at-ebay-4264435923,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Data scientist- Python- AI/ML GEN AI- Across india,Capgemini Engineering,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-python-ai-ml-gen-ai-across-india-at-capgemini-engineering-4277353126,Not specified,Not specified,2 weeks ago,"python, go",data_science,2025-08-20,LinkedIn
Data Scientist,AB InBev GCC India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-ab-inbev-gcc-india-4275952439,Not specified,Not specified,2 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Scientist Engineer - IN,OPPO,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-engineer-in-at-oppo-4272010609,Not specified,Not specified,3 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Scientist,Visa,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/data-scientist-at-visa-4280080738,Not specified,Not specified,2 weeks ago,go,data_science,2025-08-20,LinkedIn
Junior Data Scientist,AB InBev GCC India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/junior-data-scientist-at-ab-inbev-gcc-india-4279260172,Not specified,Not specified,2 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Scientist,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-infosys-4270904356,Not specified,Not specified,2 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Scientist 1,Uber,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-scientist-1-at-uber-4281429105,Not specified,Not specified,1 week ago,go,data_science,2025-08-20,LinkedIn
Data Scientist,PepsiCo,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-scientist-at-pepsico-4270656480,Not specified,Not specified,4 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Scientist,LTIMindtree,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/data-scientist-at-ltimindtree-4273720762,Not specified,Not specified,3 weeks ago,go,data_science,2025-08-20,LinkedIn
Software Engineer,Indus Valley Partners,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/software-engineer-at-indus-valley-partners-4277278242,Not specified,Not specified,3 weeks ago,go,software_development,2025-08-20,LinkedIn
AI/ML Software Engineer,eBay,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/ai-ml-software-engineer-at-ebay-4265461193,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Data Scientist – Fraud & Scams Detection,Deloitte,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-%E2%80%93-fraud-scams-detection-at-deloitte-4234129872,Not specified,Not specified,2 months ago,go,data_science,2025-08-20,LinkedIn
Data Scientist,LTIMindtree,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/data-scientist-at-ltimindtree-4273716987,Not specified,Not specified,3 weeks ago,go,data_science,2025-08-20,LinkedIn
Software Engineer,Microsoft,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/%E2%80%8B%E2%80%8Bsoftware-engineer%E2%80%8B-at-microsoft-4278657970,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Machine Learning Engineer (T25),eBay,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-t25-at-ebay-4256644747,Not specified,Not specified,1 week ago,"machine learning, go",data_science,2025-08-20,LinkedIn
Data Scientist-Artificial Intelligence,IBM,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-artificial-intelligence-at-ibm-4278263129,Not specified,Not specified,2 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Scientist,LTIMindtree,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-ltimindtree-4268301803,Not specified,Not specified,4 weeks ago,go,data_science,2025-08-20,LinkedIn
Machine Learning Engineer,Impetus,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-impetus-4241752294,Not specified,Not specified,1 month ago,"machine learning, go",data_science,2025-08-20,LinkedIn
Software Engineer AI/ML,Arista Networks,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-ai-ml-at-arista-networks-4283056188,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Machine Learning Engineer,AB InBev GCC India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-ab-inbev-gcc-india-4279258468,Not specified,Not specified,2 weeks ago,"machine learning, go",data_science,2025-08-20,LinkedIn
Data Scientist-Artificial Intelligence,IBM,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-artificial-intelligence-at-ibm-4280731772,Not specified,Not specified,2 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Scientist ( Gen AI ),Citi,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-gen-ai-at-citi-4274380349,Not specified,Not specified,2 weeks ago,go,data_science,2025-08-20,LinkedIn
Data Scientist,Takeda,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-takeda-4268982433,Not specified,Not specified,6 days ago,go,data_science,2025-08-20,LinkedIn
AI/ML Engineer – XR Software (All levels)),Qualcomm,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-%E2%80%93-xr-software-all-levels-at-qualcomm-4273838318,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Software Engineer 2,Flipkart,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-2-at-flipkart-4283016164,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Data Scientist + Gen AI,LTIMindtree,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-%2B-gen-ai-at-ltimindtree-4276226981,Not specified,Not specified,2 weeks ago,go,data_science,2025-08-20,LinkedIn
Software Engineer - Applied AI Engineer,Postman Corp,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-applied-ai-engineer-at-postman-corp-4171984886,Not specified,Not specified,5 months ago,go,software_development,2025-08-20,LinkedIn
Software Engineer,Capgemini,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-at-capgemini-4279451053,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Data Scientist - R/Python,Hirepedia,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-r-python-at-hirepedia-4282981167,Not specified,Not specified,1 week ago,"python, go",data_science,2025-08-20,LinkedIn
Business Analyst,MakeMyTrip,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/business-analyst-at-makemytrip-4271027287,Not specified,Not specified,4 weeks ago,go,other,2025-08-20,LinkedIn
Business Analyst,Capgemini,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/business-analyst-at-capgemini-4272885670,Not specified,Not specified,3 weeks ago,go,other,2025-08-20,LinkedIn
Business Analyst - I,Navi,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/business-analyst-i-at-navi-4270982495,Not specified,Not specified,4 weeks ago,go,other,2025-08-20,LinkedIn
Business Analyst,Reliance Industries Limited,"Navi Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/business-analyst-at-reliance-industries-limited-4265168333,Not specified,Not specified,2 weeks ago,go,other,2025-08-20,LinkedIn
Business Operations Analyst,PhonePe,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/business-operations-analyst-at-phonepe-4253855816,Not specified,Not specified,2 weeks ago,go,other,2025-08-20,LinkedIn
Business Analyst,slice,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/business-analyst-at-slice-4277469359,Not specified,Not specified,3 weeks ago,go,other,2025-08-20,LinkedIn
Business Analyst- Amazon India,Amazon,India,https://in.linkedin.com/jobs/view/business-analyst-amazon-india-at-amazon-4266255020,Not specified,Not specified,2 weeks ago,go,other,2025-08-20,LinkedIn
Business Analyst,Persistent Systems,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/business-analyst-at-persistent-systems-4270149161,Not specified,Not specified,3 weeks ago,go,other,2025-08-20,LinkedIn
